         470772435 function calls (452710241 primitive calls) in 5467.096 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     8870    0.033    0.000    0.353    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_resource_variable_ops.py:123(assign_variable_op)
   319324    0.352    0.000    0.352    0.000 {built-in method tensorflow.python._pywrap_utils.IsSequenceForData}
    79848    0.219    0.000    0.345    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\impl\api.py:352(_is_known_loaded_type)
    92400    0.210    0.000    0.345    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\nn\modules\batchnorm.py:279(_check_input_dim)
     8870    0.086    0.000    0.344    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\util\structure.py:119(convert_legacy_structure)
    53224    0.173    0.000    0.343    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\platform\tf_logging.py:210(vlog)
   124294    0.341    0.000    0.341    0.000 {built-in method tensorflow.python._pywrap_utils.IsNamedtuple}
   686385    0.338    0.000    0.338    0.000 {method 'startswith' of 'str' objects}
    26612    0.129    0.000    0.338    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\auto_control_deps.py:225(__enter__)
   853486    0.334    0.000    0.334    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\_jit_internal.py:750(is_scripting)
    17748    0.066    0.000    0.333    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\variable_scope.py:2738(variable_creator_scope)
    35484    0.332    0.000    0.332    0.000 {built-in method tensorflow.python._pywrap_tf_session.SetAttr}
   249996    0.236    0.000    0.329    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:5117(_auto_cast_variable_read_dtype)
    11550    0.271    0.000    0.329    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\tensor.py:567(__len__)
    14732    0.328    0.000    0.328    0.000 {method 'sum' of 'torch._C._TensorBase' objects}
     8872    0.067    0.000    0.326    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\monitoring.py:335(get_cell)
    69300    0.326    0.000    0.326    0.000 {built-in method builtins.round}
     1803    0.012    0.000    0.325    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\PngImagePlugin.py:729(putchunk)
     1769    0.003    0.000    0.325    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\PngImagePlugin.py:747(write)
    26616    0.077    0.000    0.325    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\impl\conversion.py:234(is_in_whitelist_cache)
    79836    0.297    0.000    0.324    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:3761(get_operations)
    79830    0.181    0.000    0.321    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:3763(__del__)
    38374    0.096    0.000    0.321    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\overrides.py:1073(has_torch_function)
        1    0.004    0.004    0.319    0.319 C:\Users\Giulia Ciaramella\PycharmProjects\yolov5\models\yolo.py:170(fuse)
   187588    0.318    0.000    0.318    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:3800(_get_operation_by_name_unsafe)
    46308    0.315    0.000    0.315    0.000 {method 'to' of 'torch._C._TensorBase' objects}
    53226    0.143    0.000    0.315    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\core\ag_ctx.py:61(__exit__)
       17    0.002    0.000    0.311    0.018 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\Image.py:2644(fromarray)
   212906    0.179    0.000    0.310    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\core\ag_ctx.py:29(_control_ctx)
   106863    0.193    0.000    0.310    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:252(is_compatible_with)
    10726    0.054    0.000    0.309    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\functional.py:602(_unique_impl)
       17    0.000    0.000    0.308    0.018 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\Image.py:2591(frombuffer)
       17    0.000    0.000    0.308    0.018 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\Image.py:2547(frombytes)
   213844    0.236    0.000    0.307    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\errors_impl.py:117(__str__)
   401902    0.242    0.000    0.307    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:3472(<genexpr>)
   283863    0.307    0.000    0.307    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
    79802    0.306    0.000    0.306    0.000 {method 'item' of 'numpy.generic' objects}
    26612    0.075    0.000    0.306    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\variable_scope.py:1433(get_variable_scope)
    35482    0.208    0.000    0.305    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\context.py:1738(__enter__)
    44356    0.108    0.000    0.304    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\containers.py:509(__setitem__)
    11550    0.304    0.000    0.304    0.000 {built-in method from_numpy}
   187586    0.301    0.000    0.301    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationName}
   258872    0.210    0.000    0.300    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:3015(_variable_creator_stack)
    17740    0.039    0.000    0.299    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:2762(get_legacy_output_classes)
    11550    0.296    0.000    0.296    0.000 {method 'unsqueeze' of 'torch._C._TensorBase' objects}
   804118    0.295    0.000    0.295    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:397(dtype)
     8868    0.038    0.000    0.293    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\type_spec.py:293(__eq__)
   223619    0.208    0.000    0.292    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:402(graph)
  1094713    0.289    0.000    0.289    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:247(value)
    11551    0.026    0.000    0.286    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\pathlib.py:926(__truediv__)
    42904    0.283    0.000    0.283    0.000 {method 'clamp_' of 'torch._C._TensorBase' objects}
       17    0.000    0.000    0.279    0.016 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\Image.py:2941(merge)
       17    0.278    0.016    0.278    0.016 {built-in method PIL._imaging.merge}
    26568    0.041    0.000    0.277    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:384(__del__)
    17740    0.039    0.000    0.275    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:275(<genexpr>)
    53220    0.071    0.000    0.275    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\util\nest.py:104(assert_same_structure)
       17    0.000    0.000    0.274    0.016 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\Image.py:2148(split)
     8872    0.047    0.000    0.273    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:2513(canonicalize_function_inputs)
       17    0.273    0.016    0.273    0.016 {method 'split' of 'ImagingCore' objects}
   160188    0.197    0.000    0.273    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:1191(<listcomp>)
       17    0.001    0.000    0.272    0.016 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\shutil.py:395(copy)
   305015    0.189    0.000    0.272    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\op_def_library.py:80(_IsListValue)
    35482    0.150    0.000    0.271    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\context.py:827(device)
   435377    0.151    0.000    0.271    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\encodings\cp1252.py:18(encode)
    10726    0.069    0.000    0.270    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\tensor.py:372(__reversed__)
    98384    0.129    0.000    0.270    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\backprop.py:170(_must_record_gradient)
   678899    0.266    0.000    0.266    0.000 {method 'update' of 'set' objects}
    29025    0.028    0.000    0.265    0.000 <__array_function__ internals>:2(all)
   428632    0.264    0.000    0.264    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\util\lock_util.py:107(<genexpr>)
    70968    0.143    0.000    0.263    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\tape.py:150(stop_recording)
   160203    0.193    0.000    0.263    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_conversion_registry.py:114(get)
    53289    0.263    0.000    0.263    0.000 {built-in method _thread.allocate_lock}
    26613    0.094    0.000    0.262    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\math_ops.py:865(cast)
       17    0.003    0.000    0.261    0.015 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\shutil.py:231(copyfile)
    11551    0.062    0.000    0.260    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\pathlib.py:705(_make_child)
    35486    0.260    0.000    0.260    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphSetTensorShape_wrapper}
    26612    0.167    0.000    0.260    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_util.py:135(<listcomp>)
   499595    0.259    0.000    0.259    0.000 {method 'decode' of 'bytes' objects}
   214316    0.194    0.000    0.258    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\registry.py:74(list)
   428632    0.258    0.000    0.258    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\traceable_stack.py:123(peek_traceable_objs)
     8870    0.042    0.000    0.256    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:3147(_to_tensor_list)
    26614    0.126    0.000    0.256    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:4037(get_all_collection_keys)
     8868    0.080    0.000    0.256    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\def_function.py:97(called_without_tracing)
    17740    0.036    0.000    0.256    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:2779(get_legacy_output_shapes)
   312702    0.253    0.000    0.255    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\op_def_registry.py:34(get)
    12135    0.255    0.000    0.255    0.000 {built-in method zeros}
    10726    0.254    0.000    0.254    0.000 {method 'round' of 'torch._C._TensorBase' objects}
     8870    0.023    0.000    0.253    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:3522(<listcomp>)
    10726    0.253    0.000    0.253    0.000 {built-in method _unique2}
    92400    0.163    0.000    0.252    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\backends\__init__.py:31(__get__)
    26619    0.095    0.000    0.248    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\cache.py:43(has)
   314715    0.247    0.000    0.247    0.000 {method 'pop' of 'list' objects}
   150865    0.244    0.000    0.244    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GetBuffer}
     8870    0.016    0.000    0.242    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:3005(<lambda>)
    27155    0.071    0.000    0.242    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\util\object_identity.py:192(add)
   107388    0.185    0.000    0.242    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:1033(dtype)
   255779    0.240    0.000    0.240    0.000 {built-in method builtins.max}
    26616    0.102    0.000    0.240    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\cache.py:50(__getitem__)
   212880    0.192    0.000    0.240    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:843(__len__)
     8872    0.060    0.000    0.240    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\monitoring.py:136(get_cell)
    70966    0.080    0.000    0.240    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\containers.py:610(__contains__)
    17708    0.033    0.000    0.239    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:1027(_numpy)
    53224    0.109    0.000    0.236    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\util\object_identity.py:223(__len__)
    26568    0.039    0.000    0.236    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\context.py:2351(remove_function)
    44886    0.088    0.000    0.236    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\encoder.py:724(EncodeField)
    26612    0.048    0.000    0.234    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:1602(convert_to_tensor_or_composite)
   195902    0.180    0.000    0.233    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:494(_GetIntegerEnumValue)
    26612    0.061    0.000    0.231    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\variable_scope.py:1420(get_variable_scope_store)
   652727    0.230    0.000    0.230    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:2381(graph)
     8872    0.099    0.000    0.230    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:1136(most_specific_compatible_shape)
    14732    0.229    0.000    0.229    0.000 {method 'eq' of 'torch._C._TensorBase' objects}
133050/106440    0.138    0.000    0.228    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:2972(element_spec)
   704310    0.228    0.000    0.228    0.000 {method 'pop' of 'dict' objects}
   221890    0.227    0.000    0.227    0.000 {built-in method tensorflow.python._pywrap_utils.IsMutableMapping}
     8870    0.037    0.000    0.226    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_spec.py:190(_unbatch)
    17744    0.072    0.000    0.226    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:2646(_convert_numpy_inputs)
124460/79972    0.181    0.000    0.224    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_util.py:219(_GetDenseDimensions)
   134764    0.180    0.000    0.222    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\context.py:239(pop)
    26614    0.221    0.000    0.221    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\threading.py:222(__init__)
    26612    0.063    0.000    0.219    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\util\structure.py:196(<listcomp>)
    17740    0.033    0.000    0.219    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:1164(catch_stop_iteration)
   124184    0.156    0.000    0.217    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\util\structure.py:283(<listcomp>)
    26611    0.077    0.000    0.215    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_util.py:280(_check_not_tensor)
   133070    0.170    0.000    0.213    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:3972(get_collection_ref)
     9342    0.016    0.000    0.213    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:5314(colocate_with)
    17740    0.121    0.000    0.213    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:1523(internal_convert_n_to_tensor)
    53222    0.166    0.000    0.212    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\func_graph.py:740(internal_captures)
       78    0.210    0.003    0.212    0.003 {built-in method io.open}
    35954    0.084    0.000    0.210    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\util\object_identity.py:186(__contains__)
   214316    0.208    0.000    0.208    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\context.py:1204(op_callbacks)
   125001    0.207    0.000    0.207    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\functools.py:63(wraps)
    17708    0.206    0.000    0.206    0.000 {method '_numpy_internal' of 'tensorflow.python.framework.ops.EagerTensor' objects}
   177408    0.149    0.000    0.205    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:2840(input_signature)
    29025    0.033    0.000    0.204    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\numpy\core\fromnumeric.py:2324(all)
    53220    0.204    0.000    0.204    0.000 {built-in method tensorflow.python._pywrap_utils.AssertSameStructureForData}
   223188    0.136    0.000    0.204    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:2245(_add_control_inputs)
    53224    0.085    0.000    0.203    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\variable_scope.py:1202(set_use_resource)
   216282    0.144    0.000    0.202    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\traceable_stack.py:127(__len__)
   187586    0.155    0.000    0.202    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\control_flow_util.py:180(GetOutputContext)
    26610    0.202    0.000    0.202    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_FunctionSetAttrValueProto}
    47156    0.037    0.000    0.199    0.000 <__array_function__ internals>:2(atleast_1d)
   214316    0.154    0.000    0.199    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\containers.py:622(__len__)
     9342    0.031    0.000    0.197    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:5291(_colocate_with_for_gradient)
       68    0.000    0.000    0.196    0.003 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\nn_ops.py:413(with_space_to_batch)
   428632    0.196    0.000    0.196    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:3043(_check_not_finalized)
    35482    0.142    0.000    0.196    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\context.py:1772(__exit__)
    10726    0.195    0.000    0.195    0.000 {method 'flip' of 'torch._C._TensorBase' objects}
    26612    0.098    0.000    0.194    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\util\tf_inspect.py:370(isfunction)
    26610    0.051    0.000    0.194    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:1494(<listcomp>)
    17740    0.192    0.000    0.192    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_AddInputList}
    26612    0.086    0.000    0.190    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\collections\__init__.py:410(_replace)
    26568    0.056    0.000    0.190    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\context.py:1154(remove_function)
    26612    0.072    0.000    0.190    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\execute.py:201(make_shape)
   250896    0.190    0.000    0.190    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:4086(_name_stack)
    20303    0.155    0.000    0.189    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\yolov5\utils_obj\obj_tracker.py:67(update_old)
    17740    0.091    0.000    0.187    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\util\nest.py:126(_packed_nest_with_indices)
     8870    0.030    0.000    0.186    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\context.py:2310(async_wait)
    26612    0.069    0.000    0.185    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:1625(internal_convert_to_tensor_or_composite)
   712873    0.185    0.000    0.185    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\message_listener.py:77(Modified)
   527545    0.185    0.000    0.185    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:392(op)
     8874    0.041    0.000    0.185    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:2872(__exit__)
   384708    0.184    0.000    0.184    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:796(_as_tf_output)
   110960    0.183    0.000    0.183    0.000 {method 'format' of 'str' objects}
   249996    0.180    0.000    0.180    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:5101(_distribution_strategy_stack)
   561694    0.179    0.000    0.179    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\util\object_identity.py:175(<genexpr>)
    44348    0.055    0.000    0.179    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\type_spec.py:357(<listcomp>)
    26612    0.106    0.000    0.178    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:356(_inference_name)
    18022    0.044    0.000    0.177    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\distribute\distribution_strategy_context.py:215(get_strategy_and_replica_context)
     5426    0.177    0.000    0.177    0.000 {method 'write' of '_io.BufferedRandom' objects}
     8874    0.019    0.000    0.177    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:791(scope)
    53226    0.084    0.000    0.176    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\core\ag_ctx.py:53(__enter__)
    26612    0.067    0.000    0.176    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\func_graph.py:1081(flatten)
     8870    0.176    0.000    0.176    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellBoolGauge1}
   187234    0.135    0.000    0.173    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:819(rank)
    26616    0.045    0.000    0.173    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\util\tf_inspect.py:335(getmodule)
